"crops","nitrogen","phosphorus","potassium","ph","temperature","rainfall","season","soil_type","category"
"rice","n_60_80","p_25_45","k_35_55",5.5,"t_20_25",300,"kharif","red_loam","class 11"
"rice","n_60_80","p_25_45","k_35_55",6.5,"t_20_25",300,"kharif","red_loam","class 11"
"rice","n_60_80","p_25_45","k_35_55",5.5,"t_25_30",300,"kharif","red_loam","class 11"
"rice","n_60_80","p_25_45","k_35_55",6.5,"t_25_30",300,"kharif","red_loam","class 11"
"wheat","n_90_110","p_25_45","k_5_15",6,"t_20_25",63,"rabi","loam","class 19"
"wheat","n_90_110","p_25_45","k_5_15",7,"t_20_25",63,"rabi","loam","class 19"
"wheat","n_90_110","p_25_45","k_5_15",6,"t_20_25",87,"rabi","loam","class 19"
"wheat","n_90_110","p_25_45","k_5_15",7,"t_20_25",87,"rabi","loam","class 19"
"wheat","n_90_110","p_25_45","k_5_15",6,"t_20_25",63,"rabi","clay_loam","class 19"
"wheat","n_90_110","p_25_45","k_5_15",7,"t_20_25",63,"rabi","clay_loam","class 19"
"wheat","n_90_110","p_25_45","k_5_15",6,"t_20_25",87,"rabi","clay_loam","class 19"
"wheat","n_90_110","p_25_45","k_5_15",7,"t_20_25",87,"rabi","clay_loam","class 19"
"jowar","n_60_80","p_25_45","k_35_55",6,"t_25_30",40,"kharif","loam","class 11"
"jowar","n_60_80","p_25_45","k_35_55",8.5,"t_25_30",40,"kharif","loam","class 8"
"jowar","n_60_80","p_25_45","k_35_55",6,"t_30_35",40,"kharif","loam","class 3"
"jowar","n_60_80","p_25_45","k_35_55",8.5,"t_30_35",40,"kharif","loam","class 17"
"jowar","n_60_80","p_25_45","k_35_55",6,"t_25_30",45,"kharif","loam","class 11"
"jowar","n_60_80","p_25_45","k_35_55",8.5,"t_25_30",45,"kharif","loam","class 8"
"jowar","n_60_80","p_25_45","k_35_55",6,"t_30_35",45,"kharif","loam","class 3"
"jowar","n_60_80","p_25_45","k_35_55",8.5,"t_30_35",45,"kharif","loam","class 17"
"jowar","n_60_80","p_25_45","k_35_55",6,"t_25_30",40,"kharif","sandy","class 11"
"jowar","n_60_80","p_25_45","k_35_55",8.5,"t_25_30",40,"kharif","sandy","class 8"
"jowar","n_60_80","p_25_45","k_35_55",6,"t_30_35",40,"kharif","sandy","class 11"
"jowar","n_60_80","p_25_45","k_35_55",8.5,"t_30_35",40,"kharif","sandy","class 8"
"jowar","n_60_80","p_25_45","k_35_55",6,"t_25_30",45,"kharif","sandy","class 11"
"jowar","n_60_80","p_25_45","k_35_55",8.5,"t_25_30",45,"kharif","sandy","class 8"
"jowar","n_60_80","p_25_45","k_35_55",6,"t_30_35",45,"kharif","sandy","class 11"
"jowar","n_60_80","p_25_45","k_35_55",8.5,"t_30_35",45,"kharif","sandy","class 8"
"jowar","n_60_80","p_25_45","k_35_55",6,"t_25_30",40,"kharif","clay","class 11"
"jowar","n_60_80","p_25_45","k_35_55",8.5,"t_25_30",40,"kharif","clay","class 8"
"jowar","n_60_80","p_25_45","k_35_55",6,"t_30_35",40,"kharif","clay","class 11"
"jowar","n_60_80","p_25_45","k_35_55",8.5,"t_30_35",40,"kharif","clay","class 17"
"jowar","n_60_80","p_25_45","k_35_55",6,"t_25_30",45,"kharif","clay","class 11"
"jowar","n_60_80","p_25_45","k_35_55",8.5,"t_25_30",45,"kharif","clay","class 8"
"jowar","n_60_80","p_25_45","k_35_55",6,"t_30_35",45,"kharif","clay","class 11"
"jowar","n_60_80","p_25_45","k_35_55",8.5,"t_30_35",45,"kharif","clay","class 17"
"jowar","n_60_80","p_25_45","k_35_55",6,"t_25_30",40,"kharif","alluvial","class 11"
"jowar","n_60_80","p_25_45","k_35_55",8.5,"t_25_30",40,"kharif","alluvial","class 8"
"jowar","n_60_80","p_25_45","k_35_55",6,"t_30_35",40,"kharif","alluvial","class 11"
"jowar","n_60_80","p_25_45","k_35_55",8.5,"t_30_35",40,"kharif","alluvial","class 17"
"jowar","n_60_80","p_25_45","k_35_55",6,"t_25_30",45,"kharif","alluvial","class 11"
"jowar","n_60_80","p_25_45","k_35_55",8.5,"t_25_30",45,"kharif","alluvial","class 8"
"jowar","n_60_80","p_25_45","k_35_55",6,"t_30_35",45,"kharif","alluvial","class 11"
"jowar","n_60_80","p_25_45","k_35_55",8.5,"t_30_35",45,"kharif","alluvial","class 17"
"barley","n_60_80","p_25_45","k_35_55",6,"t_10_15",39,"rabi","clay","class 13"
"barley","n_60_80","p_25_45","k_35_55",7.5,"t_10_15",39,"rabi","clay","class 6"
"barley","n_60_80","p_25_45","k_35_55",6,"t_15_20",39,"rabi","clay","class 1"
"barley","n_60_80","p_25_45","k_35_55",7.5,"t_15_20",39,"rabi","clay","class 17"
"barley","n_60_80","p_25_45","k_35_55",6,"t_20_25",39,"rabi","clay","class 13"
"barley","n_60_80","p_25_45","k_35_55",7.5,"t_20_25",39,"rabi","clay","class 13"
"barley","n_60_80","p_25_45","k_35_55",6,"t_10_15",43,"rabi","clay","class 13"
"barley","n_60_80","p_25_45","k_35_55",7.5,"t_10_15",43,"rabi","clay","class 6"
"barley","n_60_80","p_25_45","k_35_55",6,"t_15_20",43,"rabi","clay","class 1"
"barley","n_60_80","p_25_45","k_35_55",7.5,"t_15_20",43,"rabi","clay","class 17"
"barley","n_60_80","p_25_45","k_35_55",6,"t_20_25",43,"rabi","clay","class 13"
"barley","n_60_80","p_25_45","k_35_55",7.5,"t_20_25",43,"rabi","clay","class 13"
"barley","n_60_80","p_25_45","k_35_55",6,"t_10_15",39,"rabi","sandy_loam","class 13"
"barley","n_60_80","p_25_45","k_35_55",7.5,"t_10_15",39,"rabi","sandy_loam","class 17"
"barley","n_60_80","p_25_45","k_35_55",6,"t_15_20",39,"rabi","sandy_loam","class 1"
"barley","n_60_80","p_25_45","k_35_55",7.5,"t_15_20",39,"rabi","sandy_loam","class 17"
"barley","n_60_80","p_25_45","k_35_55",6,"t_20_25",39,"rabi","sandy_loam","class 13"
"barley","n_60_80","p_25_45","k_35_55",7.5,"t_20_25",39,"rabi","sandy_loam","class 13"
"barley","n_60_80","p_25_45","k_35_55",6,"t_10_15",43,"rabi","sandy_loam","class 13"
"barley","n_60_80","p_25_45","k_35_55",7.5,"t_10_15",43,"rabi","sandy_loam","class 17"
"barley","n_60_80","p_25_45","k_35_55",6,"t_15_20",43,"rabi","sandy_loam","class 1"
"barley","n_60_80","p_25_45","k_35_55",7.5,"t_15_20",43,"rabi","sandy_loam","class 17"
"barley","n_60_80","p_25_45","k_35_55",6,"t_20_25",43,"rabi","sandy_loam","class 13"
"barley","n_60_80","p_25_45","k_35_55",7.5,"t_20_25",43,"rabi","sandy_loam","class 13"
"bajra","n_90_110","p_25_45","k_5_15",4,"t_40_45",40,"kharif","sandy","class 14"
"bajra","n_90_110","p_25_45","k_5_15",5.5,"t_40_45",40,"kharif","sandy","class 19"
"bajra","n_90_110","p_25_45","k_5_15",4,"t_45_50",40,"kharif","sandy","class 14"
"bajra","n_90_110","p_25_45","k_5_15",5.5,"t_45_50",40,"kharif","sandy","class 19"
"bajra","n_90_110","p_25_45","k_5_15",4,"t_50_55",40,"kharif","sandy","class 14"
"bajra","n_90_110","p_25_45","k_5_15",5.5,"t_50_55",40,"kharif","sandy","class 19"
"bajra","n_90_110","p_25_45","k_5_15",4,"t_55_60",40,"kharif","sandy","class 14"
"bajra","n_90_110","p_25_45","k_5_15",5.5,"t_55_60",40,"kharif","sandy","class 19"
"bajra","n_90_110","p_25_45","k_5_15",4,"t_40_45",45,"kharif","sandy","class 14"
"bajra","n_90_110","p_25_45","k_5_15",5.5,"t_40_45",45,"kharif","sandy","class 19"
"bajra","n_90_110","p_25_45","k_5_15",4,"t_45_50",45,"kharif","sandy","class 14"
"bajra","n_90_110","p_25_45","k_5_15",5.5,"t_45_50",45,"kharif","sandy","class 19"
"bajra","n_90_110","p_25_45","k_5_15",4,"t_50_55",45,"kharif","sandy","class 14"
"bajra","n_90_110","p_25_45","k_5_15",5.5,"t_50_55",45,"kharif","sandy","class 19"
"bajra","n_90_110","p_25_45","k_5_15",4,"t_55_60",45,"kharif","sandy","class 14"
"bajra","n_90_110","p_25_45","k_5_15",5.5,"t_55_60",45,"kharif","sandy","class 19"
"bajra","n_90_110","p_25_45","k_5_15",4,"t_40_45",40,"kharif","black","class 14"
"bajra","n_90_110","p_25_45","k_5_15",5.5,"t_40_45",40,"kharif","black","class 14"
"bajra","n_90_110","p_25_45","k_5_15",4,"t_45_50",40,"kharif","black","class 14"
"bajra","n_90_110","p_25_45","k_5_15",5.5,"t_45_50",40,"kharif","black","class 14"
"bajra","n_90_110","p_25_45","k_5_15",4,"t_50_55",40,"kharif","black","class 14"
"bajra","n_90_110","p_25_45","k_5_15",5.5,"t_50_55",40,"kharif","black","class 14"
"bajra","n_90_110","p_25_45","k_5_15",4,"t_55_60",40,"kharif","black","class 14"
"bajra","n_90_110","p_25_45","k_5_15",5.5,"t_55_60",40,"kharif","black","class 14"
"bajra","n_90_110","p_25_45","k_5_15",4,"t_40_45",45,"kharif","black","class 14"
"bajra","n_90_110","p_25_45","k_5_15",5.5,"t_40_45",45,"kharif","black","class 14"
"bajra","n_90_110","p_25_45","k_5_15",4,"t_45_50",45,"kharif","black","class 14"
"bajra","n_90_110","p_25_45","k_5_15",5.5,"t_45_50",45,"kharif","black","class 14"
"bajra","n_90_110","p_25_45","k_5_15",4,"t_50_55",45,"kharif","black","class 14"
"bajra","n_90_110","p_25_45","k_5_15",5.5,"t_50_55",45,"kharif","black","class 14"
"bajra","n_90_110","p_25_45","k_5_15",4,"t_55_60",45,"kharif","black","class 14"
"bajra","n_90_110","p_25_45","k_5_15",5.5,"t_55_60",45,"kharif","black","class 14"
"bajra","n_90_110","p_25_45","k_5_15",4,"t_40_45",40,"kharif","red","class 14"
"bajra","n_90_110","p_25_45","k_5_15",5.5,"t_40_45",40,"kharif","red","class 14"
"bajra","n_90_110","p_25_45","k_5_15",4,"t_45_50",40,"kharif","red","class 14"
"bajra","n_90_110","p_25_45","k_5_15",5.5,"t_45_50",40,"kharif","red","class 19"
"bajra","n_90_110","p_25_45","k_5_15",4,"t_50_55",40,"kharif","red","class 14"
"bajra","n_90_110","p_25_45","k_5_15",5.5,"t_50_55",40,"kharif","red","class 19"
"bajra","n_90_110","p_25_45","k_5_15",4,"t_55_60",40,"kharif","red","class 14"
"bajra","n_90_110","p_25_45","k_5_15",5.5,"t_55_60",40,"kharif","red","class 19"
"bajra","n_90_110","p_25_45","k_5_15",4,"t_40_45",45,"kharif","red","class 14"
"bajra","n_90_110","p_25_45","k_5_15",5.5,"t_40_45",45,"kharif","red","class 14"
"bajra","n_90_110","p_25_45","k_5_15",4,"t_45_50",45,"kharif","red","class 14"
"bajra","n_90_110","p_25_45","k_5_15",5.5,"t_45_50",45,"kharif","red","class 19"
"bajra","n_90_110","p_25_45","k_5_15",4,"t_50_55",45,"kharif","red","class 14"
"bajra","n_90_110","p_25_45","k_5_15",5.5,"t_50_55",45,"kharif","red","class 19"
"bajra","n_90_110","p_25_45","k_5_15",4,"t_55_60",45,"kharif","red","class 14"
"bajra","n_90_110","p_25_45","k_5_15",5.5,"t_55_60",45,"kharif","red","class 19"
"bajra","n_90_110","p_25_45","k_5_15",4,"t_40_45",40,"kharif","gravely","class 14"
"bajra","n_90_110","p_25_45","k_5_15",5.5,"t_40_45",40,"kharif","gravely","class 14"
"bajra","n_90_110","p_25_45","k_5_15",4,"t_45_50",40,"kharif","gravely","class 14"
"bajra","n_90_110","p_25_45","k_5_15",5.5,"t_45_50",40,"kharif","gravely","class 19"
"bajra","n_90_110","p_25_45","k_5_15",4,"t_50_55",40,"kharif","gravely","class 14"
"bajra","n_90_110","p_25_45","k_5_15",5.5,"t_50_55",40,"kharif","gravely","class 19"
"bajra","n_90_110","p_25_45","k_5_15",4,"t_55_60",40,"kharif","gravely","class 14"
"bajra","n_90_110","p_25_45","k_5_15",5.5,"t_55_60",40,"kharif","gravely","class 19"
"bajra","n_90_110","p_25_45","k_5_15",4,"t_40_45",45,"kharif","gravely","class 14"
"bajra","n_90_110","p_25_45","k_5_15",5.5,"t_40_45",45,"kharif","gravely","class 14"
"bajra","n_90_110","p_25_45","k_5_15",4,"t_45_50",45,"kharif","gravely","class 14"
"bajra","n_90_110","p_25_45","k_5_15",5.5,"t_45_50",45,"kharif","gravely","class 19"
"bajra","n_90_110","p_25_45","k_5_15",4,"t_50_55",45,"kharif","gravely","class 14"
"bajra","n_90_110","p_25_45","k_5_15",5.5,"t_50_55",45,"kharif","gravely","class 19"
"bajra","n_90_110","p_25_45","k_5_15",4,"t_55_60",45,"kharif","gravely","class 14"
"bajra","n_90_110","p_25_45","k_5_15",5.5,"t_55_60",45,"kharif","gravely","class 19"
"maize","n_60_80","p_25_45","k_15_35",5.8,"t_15_20",60,"rabi","sandy_loam","class 1"
"maize","n_60_80","p_25_45","k_15_35",6.8,"t_15_20",60,"rabi","sandy_loam","class 1"
"maize","n_60_80","p_25_45","k_15_35",5.8,"t_20_25",60,"rabi","sandy_loam","class 13"
"maize","n_60_80","p_25_45","k_15_35",6.8,"t_20_25",60,"rabi","sandy_loam","class 13"
"maize","n_60_80","p_25_45","k_15_35",5.8,"t_25_30",60,"rabi","sandy_loam","class 13"
"maize","n_60_80","p_25_45","k_15_35",6.8,"t_25_30",60,"rabi","sandy_loam","class 13"
"maize","n_60_80","p_25_45","k_15_35",5.8,"t_15_20",110,"rabi","sandy_loam","class 13"
"maize","n_60_80","p_25_45","k_15_35",6.8,"t_15_20",110,"rabi","sandy_loam","class 1"
"maize","n_60_80","p_25_45","k_15_35",5.8,"t_20_25",110,"rabi","sandy_loam","class 13"
"maize","n_60_80","p_25_45","k_15_35",6.8,"t_20_25",110,"rabi","sandy_loam","class 13"
"maize","n_60_80","p_25_45","k_15_35",5.8,"t_25_30",110,"rabi","sandy_loam","class 13"
"maize","n_60_80","p_25_45","k_15_35",6.8,"t_25_30",110,"rabi","sandy_loam","class 13"
"ragi","n_30_50","p_25_45","k_15_35",4.5,"t_25_30",60,"kharif","loamy","class 14"
"ragi","n_30_50","p_25_45","k_15_35",7.5,"t_25_30",60,"kharif","loamy","class 7"
"ragi","n_30_50","p_25_45","k_15_35",4.5,"t_25_30",75,"kharif","loamy","class 14"
"ragi","n_30_50","p_25_45","k_15_35",7.5,"t_25_30",75,"kharif","loamy","class 7"
"ragi","n_30_50","p_25_45","k_15_35",4.5,"t_25_30",60,"kharif","sandy_loam","class 16"
"ragi","n_30_50","p_25_45","k_15_35",7.5,"t_25_30",60,"kharif","sandy_loam","class 7"
"ragi","n_30_50","p_25_45","k_15_35",4.5,"t_25_30",75,"kharif","sandy_loam","class 16"
"ragi","n_30_50","p_25_45","k_15_35",7.5,"t_25_30",75,"kharif","sandy_loam","class 7"
"ragi","n_30_50","p_25_45","k_15_35",4.5,"t_25_30",60,"kharif","red_loam","class 14"
"ragi","n_30_50","p_25_45","k_15_35",7.5,"t_25_30",60,"kharif","red_loam","class 7"
"ragi","n_30_50","p_25_45","k_15_35",4.5,"t_25_30",75,"kharif","red_loam","class 14"
"ragi","n_30_50","p_25_45","k_15_35",7.5,"t_25_30",75,"kharif","red_loam","class 7"
"chickpea","n_30_50","p_55_75","k_75_95",5.5,"t_20_25",67,"rabi","loam","class 2"
"chickpea","n_30_50","p_55_75","k_75_95",7,"t_20_25",67,"rabi","loam","class 2"
"chickpea","n_30_50","p_55_75","k_75_95",5.5,"t_25_30",67,"rabi","loam","class 2"
"chickpea","n_30_50","p_55_75","k_75_95",7,"t_25_30",67,"rabi","loam","class 5"
"chickpea","n_30_50","p_55_75","k_75_95",5.5,"t_20_25",95,"rabi","loam","class 2"
"chickpea","n_30_50","p_55_75","k_75_95",7,"t_20_25",95,"rabi","loam","class 2"
"chickpea","n_30_50","p_55_75","k_75_95",5.5,"t_25_30",95,"rabi","loam","class 2"
"chickpea","n_30_50","p_55_75","k_75_95",7,"t_25_30",95,"rabi","loam","class 5"
"chickpea","n_30_50","p_55_75","k_75_95",5.5,"t_20_25",67,"rabi","clay_loam","class 2"
"chickpea","n_30_50","p_55_75","k_75_95",7,"t_20_25",67,"rabi","clay_loam","class 6"
"chickpea","n_30_50","p_55_75","k_75_95",5.5,"t_25_30",67,"rabi","clay_loam","class 6"
"chickpea","n_30_50","p_55_75","k_75_95",7,"t_25_30",67,"rabi","clay_loam","class 6"
"chickpea","n_30_50","p_55_75","k_75_95",5.5,"t_20_25",95,"rabi","clay_loam","class 2"
"chickpea","n_30_50","p_55_75","k_75_95",7,"t_20_25",95,"rabi","clay_loam","class 6"
"chickpea","n_30_50","p_55_75","k_75_95",5.5,"t_25_30",95,"rabi","clay_loam","class 6"
"chickpea","n_30_50","p_55_75","k_75_95",7,"t_25_30",95,"rabi","clay_loam","class 6"
"green_beans","n_30_50","p_55_75","k_35_55",5.5,"t_10_15",90,"kharif","sandy","class 2"
"green_beans","n_30_50","p_55_75","k_35_55",6,"t_10_15",90,"kharif","sandy","class 2"
"green_beans","n_30_50","p_55_75","k_35_55",5.5,"t_15_20",90,"kharif","sandy","class 2"
"green_beans","n_30_50","p_55_75","k_35_55",6,"t_15_20",90,"kharif","sandy","class 2"
"green_beans","n_30_50","p_55_75","k_35_55",5.5,"t_20_25",90,"kharif","sandy","class 2"
"green_beans","n_30_50","p_55_75","k_35_55",6,"t_20_25",90,"kharif","sandy","class 2"
"green_beans","n_30_50","p_55_75","k_35_55",5.5,"t_25_30",90,"kharif","sandy","class 2"
"green_beans","n_30_50","p_55_75","k_35_55",6,"t_25_30",90,"kharif","sandy","class 2"
"green_beans","n_30_50","p_55_75","k_35_55",5.5,"t_10_15",120,"kharif","sandy","class 2"
"green_beans","n_30_50","p_55_75","k_35_55",6,"t_10_15",120,"kharif","sandy","class 2"
"green_beans","n_30_50","p_55_75","k_35_55",5.5,"t_15_20",120,"kharif","sandy","class 2"
"green_beans","n_30_50","p_55_75","k_35_55",6,"t_15_20",120,"kharif","sandy","class 2"
"green_beans","n_30_50","p_55_75","k_35_55",5.5,"t_20_25",120,"kharif","sandy","class 2"
"green_beans","n_30_50","p_55_75","k_35_55",6,"t_20_25",120,"kharif","sandy","class 2"
"green_beans","n_30_50","p_55_75","k_35_55",5.5,"t_25_30",120,"kharif","sandy","class 2"
"green_beans","n_30_50","p_55_75","k_35_55",6,"t_25_30",120,"kharif","sandy","class 2"
"green_beans","n_30_50","p_55_75","k_35_55",5.5,"t_10_15",90,"kharif","loam","class 2"
"green_beans","n_30_50","p_55_75","k_35_55",6,"t_10_15",90,"kharif","loam","class 2"
"green_beans","n_30_50","p_55_75","k_35_55",5.5,"t_15_20",90,"kharif","loam","class 2"
"green_beans","n_30_50","p_55_75","k_35_55",6,"t_15_20",90,"kharif","loam","class 2"
"green_beans","n_30_50","p_55_75","k_35_55",5.5,"t_20_25",90,"kharif","loam","class 2"
"green_beans","n_30_50","p_55_75","k_35_55",6,"t_20_25",90,"kharif","loam","class 2"
"green_beans","n_30_50","p_55_75","k_35_55",5.5,"t_25_30",90,"kharif","loam","class 2"
"green_beans","n_30_50","p_55_75","k_35_55",6,"t_25_30",90,"kharif","loam","class 2"
"green_beans","n_30_50","p_55_75","k_35_55",5.5,"t_10_15",120,"kharif","loam","class 2"
"green_beans","n_30_50","p_55_75","k_35_55",6,"t_10_15",120,"kharif","loam","class 2"
"green_beans","n_30_50","p_55_75","k_35_55",5.5,"t_15_20",120,"kharif","loam","class 2"
"green_beans","n_30_50","p_55_75","k_35_55",6,"t_15_20",120,"kharif","loam","class 2"
"green_beans","n_30_50","p_55_75","k_35_55",5.5,"t_20_25",120,"kharif","loam","class 2"
"green_beans","n_30_50","p_55_75","k_35_55",6,"t_20_25",120,"kharif","loam","class 2"
"green_beans","n_30_50","p_55_75","k_35_55",5.5,"t_25_30",120,"kharif","loam","class 2"
"green_beans","n_30_50","p_55_75","k_35_55",6,"t_25_30",120,"kharif","loam","class 2"
"fava_bean","n_90_110","p_115_135","k_55_75",6.2,"t_15_20",35,"rabi","clay","class 15"
"fava_bean","n_90_110","p_115_135","k_55_75",6.8,"t_15_20",35,"rabi","clay","class 15"
"fava_bean","n_90_110","p_115_135","k_55_75",6.2,"t_15_20",40,"rabi","clay","class 15"
"fava_bean","n_90_110","p_115_135","k_55_75",6.8,"t_15_20",40,"rabi","clay","class 15"
"fava_bean","n_90_110","p_115_135","k_55_75",6.2,"t_15_20",35,"rabi","loam","class 3"
"fava_bean","n_90_110","p_115_135","k_55_75",6.8,"t_15_20",35,"rabi","loam","class 3"
"fava_bean","n_90_110","p_115_135","k_55_75",6.2,"t_15_20",40,"rabi","loam","class 3"
"fava_bean","n_90_110","p_115_135","k_55_75",6.8,"t_15_20",40,"rabi","loam","class 3"
"lima_bean","n_30_50","p_55_75","k_15_35",6,"t_15_20",90,"kharif","loam","class 2"
"lima_bean","n_30_50","p_55_75","k_15_35",7,"t_15_20",90,"kharif","loam","class 2"
"lima_bean","n_30_50","p_55_75","k_15_35",6,"t_15_20",150,"kharif","loam","class 2"
"lima_bean","n_30_50","p_55_75","k_15_35",7,"t_15_20",150,"kharif","loam","class 2"
"guar","n_10_30","p_40_60","k_15_35",7,"t_25_30",25,"kharif","loam","class 16"
"guar","n_10_30","p_40_60","k_15_35",8,"t_25_30",25,"kharif","loam","class 8"
"guar","n_10_30","p_40_60","k_15_35",7,"t_25_30",100,"kharif","loam","class 16"
"guar","n_10_30","p_40_60","k_15_35",8,"t_25_30",100,"kharif","loam","class 8"
"guar","n_10_30","p_40_60","k_15_35",7,"t_25_30",25,"kharif","sandy_loam","class 16"
"guar","n_10_30","p_40_60","k_15_35",8,"t_25_30",25,"kharif","sandy_loam","class 16"
"guar","n_10_30","p_40_60","k_15_35",7,"t_25_30",100,"kharif","sandy_loam","class 16"
"guar","n_10_30","p_40_60","k_15_35",8,"t_25_30",100,"kharif","sandy_loam","class 16"
"soybean","n_10_30","p_55_75","k_15_35",6,"t_25_30",60,"kharif","sandy_loam","class 16"
"soybean","n_10_30","p_55_75","k_15_35",7.5,"t_25_30",60,"kharif","sandy_loam","class 16"
"soybean","n_10_30","p_55_75","k_15_35",6,"t_25_30",65,"kharif","sandy_loam","class 16"
"soybean","n_10_30","p_55_75","k_15_35",7.5,"t_25_30",65,"kharif","sandy_loam","class 16"
"peanut_groundnut","n_10_30","p_10_30","k_5_15",5.5,"t_20_25",60,"kharif","sandy_loam","class 12"
"peanut_groundnut","n_10_30","p_10_30","k_5_15",7,"t_20_25",60,"kharif","sandy_loam","class 18"
"peanut_groundnut","n_10_30","p_10_30","k_5_15",5.5,"t_20_25",150,"kharif","sandy_loam","class 18"
"peanut_groundnut","n_10_30","p_10_30","k_5_15",7,"t_20_25",150,"kharif","sandy_loam","class 18"
"peanut_groundnut","n_10_30","p_10_30","k_5_15",5.5,"t_20_25",60,"kharif","sandy_clay_loam","class 12"
"peanut_groundnut","n_10_30","p_10_30","k_5_15",7,"t_20_25",60,"kharif","sandy_clay_loam","class 18"
"peanut_groundnut","n_10_30","p_10_30","k_5_15",5.5,"t_20_25",150,"kharif","sandy_clay_loam","class 18"
"peanut_groundnut","n_10_30","p_10_30","k_5_15",7,"t_20_25",150,"kharif","sandy_clay_loam","class 18"
"black_eyed_pea","n_10_30","p_55_75","k_15_35",6,"t_20_25",40,"kharif","loam","class 12"
"black_eyed_pea","n_10_30","p_55_75","k_15_35",7.5,"t_20_25",40,"kharif","loam","class 16"
"black_eyed_pea","n_10_30","p_55_75","k_15_35",6,"t_25_30",40,"kharif","loam","class 16"
"black_eyed_pea","n_10_30","p_55_75","k_15_35",7.5,"t_25_30",40,"kharif","loam","class 16"
"black_eyed_pea","n_10_30","p_55_75","k_15_35",6,"t_20_25",70,"kharif","loam","class 12"
"black_eyed_pea","n_10_30","p_55_75","k_15_35",7.5,"t_20_25",70,"kharif","loam","class 16"
"black_eyed_pea","n_10_30","p_55_75","k_15_35",6,"t_25_30",70,"kharif","loam","class 16"
"black_eyed_pea","n_10_30","p_55_75","k_15_35",7.5,"t_25_30",70,"kharif","loam","class 16"
"kidney_bean","n_10_30","p_55_75","k_15_35",5.5,"t_15_20",60,"kharif","loam","class 12"
"kidney_bean","n_10_30","p_55_75","k_15_35",6,"t_15_20",60,"kharif","loam","class 12"
"kidney_bean","n_10_30","p_55_75","k_15_35",5.5,"t_20_25",60,"kharif","loam","class 12"
"kidney_bean","n_10_30","p_55_75","k_15_35",6,"t_20_25",60,"kharif","loam","class 12"
"kidney_bean","n_10_30","p_55_75","k_15_35",5.5,"t_15_20",150,"kharif","loam","class 12"
"kidney_bean","n_10_30","p_55_75","k_15_35",6,"t_15_20",150,"kharif","loam","class 16"
"kidney_bean","n_10_30","p_55_75","k_15_35",5.5,"t_20_25",150,"kharif","loam","class 12"
