"crops","nitrogen","phosphorus","potassium","ph","temperature","annual_rainfall","season","soil_type","clusters"
"rice",80,30,40,5.5,27,300,"kharif","clay",1
"rice",90,30,40,5.5,27,300,"kharif","clay",1
"rice",70,40,40,5.5,27,300,"kharif","clay",1
"rice",80,40,40,5.5,27,300,"kharif","clay",1
"rice",90,40,40,5.5,27,300,"kharif","clay",15
"rice",70,50,40,5.5,27,300,"kharif","clay",1
"rice",80,50,40,5.5,27,300,"kharif","clay",15
"rice",90,50,40,5.5,27,300,"kharif","clay",15
"rice",70,30,50,5.5,27,300,"kharif","clay",1
"rice",80,30,50,5.5,27,300,"kharif","clay",1
"rice",90,30,50,5.5,27,300,"kharif","clay",15
"rice",70,40,50,5.5,27,300,"kharif","clay",1
"rice",80,40,50,5.5,27,300,"kharif","clay",1
"rice",90,40,50,5.5,27,300,"kharif","clay",15
"rice",70,50,50,5.5,27,300,"kharif","clay",1
"rice",80,50,50,5.5,27,300,"kharif","clay",15
"rice",90,50,50,5.5,27,300,"kharif","clay",15
"rice",70,30,30,6.5,27,300,"kharif","clay",1
"rice",80,30,30,6.5,27,300,"kharif","clay",15
"rice",90,30,30,6.5,27,300,"kharif","clay",15
"rice",70,40,30,6.5,27,300,"kharif","clay",15
"rice",80,40,30,6.5,27,300,"kharif","clay",15
"rice",90,40,30,6.5,27,300,"kharif","clay",15
"rice",70,50,30,6.5,27,300,"kharif","clay",15
"rice",80,50,30,6.5,27,300,"kharif","clay",15
"rice",90,50,30,6.5,27,300,"kharif","clay",15
"rice",70,30,40,6.5,27,300,"kharif","clay",1
"rice",80,30,40,6.5,27,300,"kharif","clay",15
"rice",90,30,40,6.5,27,300,"kharif","clay",15
"rice",70,40,40,6.5,27,300,"kharif","clay",15
"rice",80,40,40,6.5,27,300,"kharif","clay",15
"rice",90,40,40,6.5,27,300,"kharif","clay",15
"rice",70,50,40,6.5,27,300,"kharif","clay",15
"rice",80,50,40,6.5,27,300,"kharif","clay",15
"rice",90,50,40,6.5,27,300,"kharif","clay",15
"rice",70,30,50,6.5,27,300,"kharif","clay",15
"rice",80,30,50,6.5,27,300,"kharif","clay",15
"rice",90,30,50,6.5,27,300,"kharif","clay",15
"rice",70,40,50,6.5,27,300,"kharif","clay",15
"rice",80,40,50,6.5,27,300,"kharif","clay",15
"rice",90,40,50,6.5,27,300,"kharif","clay",15
"rice",70,50,50,6.5,27,300,"kharif","clay",15
"rice",80,50,50,6.5,27,300,"kharif","clay",15
"rice",90,50,50,6.5,27,300,"kharif","clay",15
"rice",70,30,30,5.5,20,175,"kharif","clay_loam",15
"rice",80,30,30,5.5,20,175,"kharif","clay_loam",15
"rice",90,30,30,5.5,20,175,"kharif","clay_loam",15
"rice",70,40,30,5.5,20,175,"kharif","clay_loam",15
"rice",80,40,30,5.5,20,175,"kharif","clay_loam",15
"rice",90,40,30,5.5,20,175,"kharif","clay_loam",15
"rice",70,50,30,5.5,20,175,"kharif","clay_loam",15
"rice",80,50,30,5.5,20,175,"kharif","clay_loam",15
"rice",90,50,30,5.5,20,175,"kharif","clay_loam",15
"rice",70,30,40,5.5,20,175,"kharif","clay_loam",15
"rice",80,30,40,5.5,20,175,"kharif","clay_loam",15
"rice",90,30,40,5.5,20,175,"kharif","clay_loam",15
"rice",70,40,40,5.5,20,175,"kharif","clay_loam",15
"rice",80,40,40,5.5,20,175,"kharif","clay_loam",15
"rice",90,40,40,5.5,20,175,"kharif","clay_loam",15
"rice",70,50,40,5.5,20,175,"kharif","clay_loam",15
"rice",80,50,40,5.5,20,175,"kharif","clay_loam",15
"rice",90,50,40,5.5,20,175,"kharif","clay_loam",15
"rice",70,30,50,5.5,20,175,"kharif","clay_loam",15
"rice",80,30,50,5.5,20,175,"kharif","clay_loam",15
"rice",90,30,50,5.5,20,175,"kharif","clay_loam",15
"rice",70,40,50,5.5,20,175,"kharif","clay_loam",15
"rice",80,40,50,5.5,20,175,"kharif","clay_loam",15
"rice",90,40,50,5.5,20,175,"kharif","clay_loam",15
"rice",70,50,50,5.5,20,175,"kharif","clay_loam",15
"rice",80,50,50,5.5,20,175,"kharif","clay_loam",15
"rice",90,50,50,5.5,20,175,"kharif","clay_loam",15
"rice",70,30,30,6.5,20,175,"kharif","clay_loam",15
"rice",80,30,30,6.5,20,175,"kharif","clay_loam",15
"rice",90,30,30,6.5,20,175,"kharif","clay_loam",15
"rice",70,40,30,6.5,20,175,"kharif","clay_loam",15
"rice",80,40,30,6.5,20,175,"kharif","clay_loam",15
"rice",90,40,30,6.5,20,175,"kharif","clay_loam",15
"rice",70,50,30,6.5,20,175,"kharif","clay_loam",15
"rice",80,50,30,6.5,20,175,"kharif","clay_loam",15
"rice",90,50,30,6.5,20,175,"kharif","clay_loam",15
"rice",70,30,40,6.5,20,175,"kharif","clay_loam",15
"rice",80,30,40,6.5,20,175,"kharif","clay_loam",15
"rice",90,30,40,6.5,20,175,"kharif","clay_loam",15
"rice",70,40,40,6.5,20,175,"kharif","clay_loam",15
"rice",80,40,40,6.5,20,175,"kharif","clay_loam",15
"rice",90,40,40,6.5,20,175,"kharif","clay_loam",15
"rice",70,50,40,6.5,20,175,"kharif","clay_loam",15
"rice",80,50,40,6.5,20,175,"kharif","clay_loam",15
"rice",90,50,40,6.5,20,175,"kharif","clay_loam",15
"rice",70,30,50,6.5,20,175,"kharif","clay_loam",15
"rice",80,30,50,6.5,20,175,"kharif","clay_loam",15
"rice",90,30,50,6.5,20,175,"kharif","clay_loam",15
"rice",70,40,50,6.5,20,175,"kharif","clay_loam",15
"rice",80,40,50,6.5,20,175,"kharif","clay_loam",15
"rice",90,40,50,6.5,20,175,"kharif","clay_loam",15
"rice",70,50,50,6.5,20,175,"kharif","clay_loam",15
"rice",80,50,50,6.5,20,175,"kharif","clay_loam",15
"rice",90,50,50,6.5,20,175,"kharif","clay_loam",15
"rice",70,30,30,5.5,27,175,"kharif","clay_loam",10
"rice",80,30,30,5.5,27,175,"kharif","clay_loam",10
"rice",90,30,30,5.5,27,175,"kharif","clay_loam",15
"rice",70,40,30,5.5,27,175,"kharif","clay_loam",15
"rice",80,40,30,5.5,27,175,"kharif","clay_loam",15
"rice",90,40,30,5.5,27,175,"kharif","clay_loam",15
"rice",70,50,30,5.5,27,175,"kharif","clay_loam",15
"rice",80,50,30,5.5,27,175,"kharif","clay_loam",15
"rice",90,50,30,5.5,27,175,"kharif","clay_loam",15
"rice",70,30,40,5.5,27,175,"kharif","clay_loam",10
"rice",80,30,40,5.5,27,175,"kharif","clay_loam",15
"rice",90,30,40,5.5,27,175,"kharif","clay_loam",15
"rice",70,40,40,5.5,27,175,"kharif","clay_loam",15
"rice",80,40,40,5.5,27,175,"kharif","clay_loam",15
"rice",90,40,40,5.5,27,175,"kharif","clay_loam",15
"rice",70,50,40,5.5,27,175,"kharif","clay_loam",15
"rice",80,50,40,5.5,27,175,"kharif","clay_loam",15
"rice",90,50,40,5.5,27,175,"kharif","clay_loam",15
"rice",70,30,50,5.5,27,175,"kharif","clay_loam",15
"rice",80,30,50,5.5,27,175,"kharif","clay_loam",15
"rice",90,30,50,5.5,27,175,"kharif","clay_loam",15
"rice",70,40,50,5.5,27,175,"kharif","clay_loam",15
"rice",80,40,50,5.5,27,175,"kharif","clay_loam",15
"rice",90,40,50,5.5,27,175,"kharif","clay_loam",15
"rice",70,50,50,5.5,27,175,"kharif","clay_loam",15
"rice",80,50,50,5.5,27,175,"kharif","clay_loam",15
"rice",90,50,50,5.5,27,175,"kharif","clay_loam",15
"rice",70,30,30,6.5,27,175,"kharif","clay_loam",15
"rice",80,30,30,6.5,27,175,"kharif","clay_loam",15
"rice",90,30,30,6.5,27,175,"kharif","clay_loam",15
"rice",70,40,30,6.5,27,175,"kharif","clay_loam",15
"rice",80,40,30,6.5,27,175,"kharif","clay_loam",15
"rice",90,40,30,6.5,27,175,"kharif","clay_loam",15
"rice",70,50,30,6.5,27,175,"kharif","clay_loam",15
"rice",80,50,30,6.5,27,175,"kharif","clay_loam",15
"rice",90,50,30,6.5,27,175,"kharif","clay_loam",15
"rice",70,30,40,6.5,27,175,"kharif","clay_loam",15
"rice",80,30,40,6.5,27,175,"kharif","clay_loam",15
"rice",90,30,40,6.5,27,175,"kharif","clay_loam",15
"rice",70,40,40,6.5,27,175,"kharif","clay_loam",15
"rice",80,40,40,6.5,27,175,"kharif","clay_loam",15
"rice",90,40,40,6.5,27,175,"kharif","clay_loam",15
"rice",70,50,40,6.5,27,175,"kharif","clay_loam",15
"rice",80,50,40,6.5,27,175,"kharif","clay_loam",15
"rice",90,50,40,6.5,27,175,"kharif","clay_loam",15
"rice",70,30,50,6.5,27,175,"kharif","clay_loam",15
"rice",80,30,50,6.5,27,175,"kharif","clay_loam",15
"rice",90,30,50,6.5,27,175,"kharif","clay_loam",15
"rice",70,40,50,6.5,27,175,"kharif","clay_loam",15
"rice",80,40,50,6.5,27,175,"kharif","clay_loam",15
"rice",90,40,50,6.5,27,175,"kharif","clay_loam",15
"rice",70,50,50,6.5,27,175,"kharif","clay_loam",15
"rice",80,50,50,6.5,27,175,"kharif","clay_loam",15
"rice",90,50,50,6.5,27,175,"kharif","clay_loam",15
"rice",70,30,30,5.5,20,300,"kharif","clay_loam",1
"rice",80,30,30,5.5,20,300,"kharif","clay_loam",1
"rice",90,30,30,5.5,20,300,"kharif","clay_loam",15
"rice",70,40,30,5.5,20,300,"kharif","clay_loam",1
"rice",80,40,30,5.5,20,300,"kharif","clay_loam",1
"rice",90,40,30,5.5,20,300,"kharif","clay_loam",15
"rice",70,50,30,5.5,20,300,"kharif","clay_loam",1
"rice",80,50,30,5.5,20,300,"kharif","clay_loam",15
"rice",90,50,30,5.5,20,300,"kharif","clay_loam",15
"rice",70,30,40,5.5,20,300,"kharif","clay_loam",1
"rice",80,30,40,5.5,20,300,"kharif","clay_loam",1
"rice",90,30,40,5.5,20,300,"kharif","clay_loam",15
"rice",70,40,40,5.5,20,300,"kharif","clay_loam",1
"rice",80,40,40,5.5,20,300,"kharif","clay_loam",15
"rice",90,40,40,5.5,20,300,"kharif","clay_loam",15
"rice",70,50,40,5.5,20,300,"kharif","clay_loam",1
"rice",80,50,40,5.5,20,300,"kharif","clay_loam",15
"rice",90,50,40,5.5,20,300,"kharif","clay_loam",15
"rice",70,30,50,5.5,20,300,"kharif","clay_loam",1
"rice",80,30,50,5.5,20,300,"kharif","clay_loam",1
"rice",90,30,50,5.5,20,300,"kharif","clay_loam",15
"rice",70,40,50,5.5,20,300,"kharif","clay_loam",1
"rice",80,40,50,5.5,20,300,"kharif","clay_loam",15
"rice",90,40,50,5.5,20,300,"kharif","clay_loam",15
"rice",70,50,50,5.5,20,300,"kharif","clay_loam",1
"rice",80,50,50,5.5,20,300,"kharif","clay_loam",15
"rice",90,50,50,5.5,20,300,"kharif","clay_loam",15
"rice",70,30,30,6.5,20,300,"kharif","clay_loam",15
"rice",80,30,30,6.5,20,300,"kharif","clay_loam",15
"rice",90,30,30,6.5,20,300,"kharif","clay_loam",15
"rice",70,40,30,6.5,20,300,"kharif","clay_loam",15
"rice",80,40,30,6.5,20,300,"kharif","clay_loam",15
"rice",90,40,30,6.5,20,300,"kharif","clay_loam",15
"rice",70,50,30,6.5,20,300,"kharif","clay_loam",15
"rice",80,50,30,6.5,20,300,"kharif","clay_loam",15
"rice",90,50,30,6.5,20,300,"kharif","clay_loam",15
"rice",70,30,40,6.5,20,300,"kharif","clay_loam",15
"rice",80,30,40,6.5,20,300,"kharif","clay_loam",15
"rice",90,30,40,6.5,20,300,"kharif","clay_loam",15
"rice",70,40,40,6.5,20,300,"kharif","clay_loam",15
"rice",80,40,40,6.5,20,300,"kharif","clay_loam",15
"rice",90,40,40,6.5,20,300,"kharif","clay_loam",15
"rice",70,50,40,6.5,20,300,"kharif","clay_loam",15
"rice",80,50,40,6.5,20,300,"kharif","clay_loam",15
"rice",90,50,40,6.5,20,300,"kharif","clay_loam",15
"rice",70,30,50,6.5,20,300,"kharif","clay_loam",15
"rice",80,30,50,6.5,20,300,"kharif","clay_loam",15
"rice",90,30,50,6.5,20,300,"kharif","clay_loam",15
"rice",70,40,50,6.5,20,300,"kharif","clay_loam",15
"rice",80,40,50,6.5,20,300,"kharif","clay_loam",15
"rice",90,40,50,6.5,20,300,"kharif","clay_loam",15
"rice",70,50,50,6.5,20,300,"kharif","clay_loam",15
"rice",80,50,50,6.5,20,300,"kharif","clay_loam",15
"rice",90,50,50,6.5,20,300,"kharif","clay_loam",15
"rice",70,30,30,5.5,27,300,"kharif","clay_loam",1
"rice",80,30,30,5.5,27,300,"kharif","clay_loam",1
"rice",90,30,30,5.5,27,300,"kharif","clay_loam",1
"rice",70,40,30,5.5,27,300,"kharif","clay_loam",1
"rice",80,40,30,5.5,27,300,"kharif","clay_loam",1
"rice",90,40,30,5.5,27,300,"kharif","clay_loam",15
"rice",70,50,30,5.5,27,300,"kharif","clay_loam",1
"rice",80,50,30,5.5,27,300,"kharif","clay_loam",1
"rice",90,50,30,5.5,27,300,"kharif","clay_loam",15
"rice",70,30,40,5.5,27,300,"kharif","clay_loam",1
"rice",80,30,40,5.5,27,300,"kharif","clay_loam",1
"rice",90,30,40,5.5,27,300,"kharif","clay_loam",1
"rice",70,40,40,5.5,27,300,"kharif","clay_loam",1
"rice",80,40,40,5.5,27,300,"kharif","clay_loam",1
"rice",90,40,40,5.5,27,300,"kharif","clay_loam",15
"rice",70,50,40,5.5,27,300,"kharif","clay_loam",1
"rice",80,50,40,5.5,27,300,"kharif","clay_loam",15
"rice",90,50,40,5.5,27,300,"kharif","clay_loam",15
"rice",70,30,50,5.5,27,300,"kharif","clay_loam",1
"rice",80,30,50,5.5,27,300,"kharif","clay_loam",1
"rice",90,30,50,5.5,27,300,"kharif","clay_loam",15
"rice",70,40,50,5.5,27,300,"kharif","clay_loam",1
"rice",80,40,50,5.5,27,300,"kharif","clay_loam",1
"rice",90,40,50,5.5,27,300,"kharif","clay_loam",15
"rice",70,50,50,5.5,27,300,"kharif","clay_loam",1
"rice",80,50,50,5.5,27,300,"kharif","clay_loam",15
"rice",90,50,50,5.5,27,300,"kharif","clay_loam",15
"rice",70,30,30,6.5,27,300,"kharif","clay_loam",1
"rice",80,30,30,6.5,27,300,"kharif","clay_loam",15
"rice",90,30,30,6.5,27,300,"kharif","clay_loam",15
"rice",70,40,30,6.5,27,300,"kharif","clay_loam",15
"rice",80,40,30,6.5,27,300,"kharif","clay_loam",15
"rice",90,40,30,6.5,27,300,"kharif","clay_loam",15
"rice",70,50,30,6.5,27,300,"kharif","clay_loam",15
"rice",80,50,30,6.5,27,300,"kharif","clay_loam",15
"rice",90,50,30,6.5,27,300,"kharif","clay_loam",15
"rice",70,30,40,6.5,27,300,"kharif","clay_loam",1
"rice",80,30,40,6.5,27,300,"kharif","clay_loam",15
"rice",90,30,40,6.5,27,300,"kharif","clay_loam",15
"rice",70,40,40,6.5,27,300,"kharif","clay_loam",15
"rice",80,40,40,6.5,27,300,"kharif","clay_loam",15
"rice",90,40,40,6.5,27,300,"kharif","clay_loam",15
"rice",70,50,40,6.5,27,300,"kharif","clay_loam",15
"rice",80,50,40,6.5,27,300,"kharif","clay_loam",15
"rice",90,50,40,6.5,27,300,"kharif","clay_loam",15
"rice",70,30,50,6.5,27,300,"kharif","clay_loam",15
"rice",80,30,50,6.5,27,300,"kharif","clay_loam",15
"rice",90,30,50,6.5,27,300,"kharif","clay_loam",15
"rice",70,40,50,6.5,27,300,"kharif","clay_loam",15
"rice",80,40,50,6.5,27,300,"kharif","clay_loam",15
"rice",90,40,50,6.5,27,300,"kharif","clay_loam",15
"rice",70,50,50,6.5,27,300,"kharif","clay_loam",15
"rice",80,50,50,6.5,27,300,"kharif","clay_loam",15
"rice",90,50,50,6.5,27,300,"kharif","clay_loam",15
"rice",70,30,30,5.5,20,175,"kharif","red_yellow",15
"rice",80,30,30,5.5,20,175,"kharif","red_yellow",15
"rice",90,30,30,5.5,20,175,"kharif","red_yellow",15
"rice",70,40,30,5.5,20,175,"kharif","red_yellow",15
"rice",80,40,30,5.5,20,175,"kharif","red_yellow",15
"rice",90,40,30,5.5,20,175,"kharif","red_yellow",15
"rice",70,50,30,5.5,20,175,"kharif","red_yellow",15
"rice",80,50,30,5.5,20,175,"kharif","red_yellow",15
"rice",90,50,30,5.5,20,175,"kharif","red_yellow",15
"rice",70,30,40,5.5,20,175,"kharif","red_yellow",15
"rice",80,30,40,5.5,20,175,"kharif","red_yellow",15
"rice",90,30,40,5.5,20,175,"kharif","red_yellow",15
"rice",70,40,40,5.5,20,175,"kharif","red_yellow",15
"rice",80,40,40,5.5,20,175,"kharif","red_yellow",15
"rice",90,40,40,5.5,20,175,"kharif","red_yellow",15
"rice",70,50,40,5.5,20,175,"kharif","red_yellow",15
"rice",80,50,40,5.5,20,175,"kharif","red_yellow",15
"rice",90,50,40,5.5,20,175,"kharif","red_yellow",15
"rice",70,30,50,5.5,20,175,"kharif","red_yellow",15
"rice",80,30,50,5.5,20,175,"kharif","red_yellow",15
"rice",90,30,50,5.5,20,175,"kharif","red_yellow",15
"rice",70,40,50,5.5,20,175,"kharif","red_yellow",15
"rice",80,40,50,5.5,20,175,"kharif","red_yellow",15
"rice",90,40,50,5.5,20,175,"kharif","red_yellow",15
"rice",70,50,50,5.5,20,175,"kharif","red_yellow",15
"rice",80,50,50,5.5,20,175,"kharif","red_yellow",15
"rice",90,50,50,5.5,20,175,"kharif","red_yellow",15
"rice",70,30,30,6.5,20,175,"kharif","red_yellow",15
"rice",80,30,30,6.5,20,175,"kharif","red_yellow",15
"rice",90,30,30,6.5,20,175,"kharif","red_yellow",15
"rice",70,40,30,6.5,20,175,"kharif","red_yellow",15
"rice",80,40,30,6.5,20,175,"kharif","red_yellow",15
"rice",90,40,30,6.5,20,175,"kharif","red_yellow",15
"rice",70,50,30,6.5,20,175,"kharif","red_yellow",15
"rice",80,50,30,6.5,20,175,"kharif","red_yellow",15
"rice",90,50,30,6.5,20,175,"kharif","red_yellow",15
"rice",70,30,40,6.5,20,175,"kharif","red_yellow",15
